s_m,x_m,y_m,vx_mps,width_left_m,width_right_m
6.9789956,3.5200865,-1.9984975,1.9142435,0.5668770,0.8977197
7.0288456,3.4729399,-2.0180148,1.9452584,0.5460941,0.9139438
7.0786955,3.4251760,-2.0367208,1.9768117,0.5253112,0.9301679
7.1285455,3.3771324,-2.0545346,2.0082710,0.5045282,0.9463920
7.1783955,3.3303854,-2.0709619,2.0391135,0.4837453,0.9626161
7.2282454,3.2832662,-2.0866447,2.0688996,0.4629624,0.9788402
7.2780954,3.2358034,-2.1015747,2.0972533,0.4421795,0.9950642
7.3279454,3.1880258,-2.1157439,2.1238921,0.4213965,1.0112883
7.3777954,3.1399622,-2.1291438,2.1488647,0.4006136,1.0275124
7.4276453,3.0916412,-2.1417664,2.1722049,0.3798307,1.0437365
7.4774953,3.0430917,-2.1536035,2.1939328,0.3590477,1.0599606
7.5273453,2.9943424,-2.1646468,2.2140550,0.3482309,1.0797959
7.5771952,2.9454220,-2.1748881,2.2325651,0.3396288,1.1004338
7.6270452,2.8963592,-2.1843193,2.2496835,0.3310267,1.1210716
7.6768952,2.8469472,-2.1929734,2.2656431,0.3224245,1.1417095
7.7267451,2.7974294,-2.2008103,2.2806747,0.3138224,1.1623473
7.7765951,2.7478442,-2.2078347,2.2950097,0.3052203,1.1829852
7.8264451,2.6982154,-2.2140542,2.3088818,0.2966182,1.2036230
7.8762950,2.6485664,-2.2194765,2.3222888,0.2880160,1.2242609
7.9261450,2.5989208,-2.2241092,2.3352095,0.2794139,1.2448987
7.9759950,2.5493021,-2.2279599,2.3476190,0.2708118,1.2655366
8.0258449,2.4997340,-2.2310361,2.3594889,0.2624578,1.2848810
8.0756949,2.4502400,-2.2333455,2.3707868,0.2565857,1.2912917
8.1255449,2.4008437,-2.2348957,2.3814639,0.2507136,1.2977024
8.1753949,2.3509365,-2.2356995,2.3915140,0.2448415,1.3041131
8.2252448,2.3009954,-2.2357386,2.4009816,0.2389694,1.3105238
8.2750948,2.2511533,-2.2350163,2.4099607,0.2330973,1.3169345
8.3249448,2.2013929,-2.2335399,2.4185918,0.2272252,1.3233452
8.3747947,2.1516973,-2.2313163,2.4270707,0.2213531,1.3297559
8.4246447,2.1020492,-2.2283527,2.4355847,0.2154810,1.3361666
8.4744947,2.0524318,-2.2246561,2.4443003,0.2096089,1.3425773
8.5243446,2.0028277,-2.2202336,2.4533604,0.2037368,1.3489880
8.5741946,1.9532201,-2.2150922,2.4628835,0.2000000,1.3515396
8.6240446,1.9035917,-2.2092391,2.4729852,0.2000000,1.3473379
8.6738945,1.8546244,-2.2027786,2.4779796,0.2000000,1.3431362
8.7237445,1.8057620,-2.1956651,2.4771716,0.2000000,1.3389344
8.7735945,1.7568715,-2.1878928,2.4699663,0.2000000,1.3347327
8.8234444,1.7079590,-2.1794733,2.4557650,0.2000000,1.3305310
8.8732944,1.6590306,-2.1704182,2.4339454,0.2000000,1.3263293
8.9231444,1.6100925,-2.1607391,2.4096620,0.2000000,1.3221276
8.9729944,1.5611507,-2.1504476,2.3830569,0.2000000,1.3179258
9.0228443,1.5122113,-2.1395553,2.3541519,0.2000000,1.3137241
